ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
495,What is one of the primary functionalities of a power supply?,Generating analog signals,Displaying voltage and current output levels,Measuring electromagnetic fields,Analyzing resistance variations,Displaying voltage and current output levels
496,In what contexts are power supplies commonly used for electrical operations and testing?,Supplying power to electronic devices and circuits,Mechanical engineering,Environmental impact assessment,Electrical system calibration,Supplying power to electronic devices and circuits
497,What is the primary function of a network analyzer?,Testing resistance values,Measuring digital signals,Analyzing and troubleshooting network components,Analyzing capacitance variations,Analyzing and troubleshooting network components
498,In which fields are network analyzers commonly used?,IT industry and network administration,Civil engineering networks,Electrical monitoring stations,Mechanical engineering workshops,IT industry and network administration
499,What is a crucial application of a network analyzer in network management?,Measuring resistance variations,Generating digital signals,Analyzing capacitance values,Assessing network performance and detecting faults,Assessing network performance and detecting faults
500,What is one of the primary functionalities of a network analyzer?,Generating analog signals,Displaying network traffic and analyzing data packets,Measuring electromagnetic fields,Analyzing resistance variations,Displaying network traffic and analyzing data packets
501,In what scenarios are network analyzers commonly utilized for troubleshooting and analysis?,Diagnosing and resolving network issues,Civil engineering construction,Environmental impact assessment,Mechanical system calibration,Diagnosing and resolving network issues
502,What is the primary function of a network analyzer?,Measuring analog signals,Testing resistance values,Analyzing network traffic and protocols,Analyzing capacitance variations,Analyzing network traffic and protocols
503,In which sectors are network analyzers frequently employed?,IT industry and cybersecurity,Civil engineering construction,Environmental monitoring stations,Mechanical engineering workshops,IT industry and cybersecurity
504,What is a key role of a network analyzer in network management?,Measuring resistance variations,Generating digital signals,Analyzing capacitance values,Identifying network performance issues and security threats,Identifying network performance issues and security threats
505,What is the primary function of a temperature meter?,Measuring humidity levels,Assessing air pressure,Measuring temperature in various environments,Analyzing light intensity,Measuring temperature in various environments
506,In which applications are temperature sensors commonly used?,Industrial processes and environmental monitoring,Chemical engineering processes,Energy production facilities,Mechanical engineering workshops,Industrial processes and environmental monitoring
507,What is a fundamental feature of a temperature sensor?,Measuring resistance variations,Providing voltage output,Generating digital signals,Converting temperature into electrical signals,Converting temperature into electrical signals
508,What is one of the primary functionalities of a temperature meter?,Generating analog signals,Displaying temperature readings in different scales,Measuring electromagnetic fields,Analyzing resistance variations,Displaying temperature readings in different scales
509,What is the primary function of ESD protection tools?,Measuring electromagnetic fields,Analyzing resistance variations,Preventing damage to electronic components from electrostatic discharge,Generating digital signals,Preventing damage to electronic components from electrostatic discharge
510,In which fields are ESD protection tools commonly used?,Electronics manufacturing and handling sensitive components,Civil engineering construction,Energy production facilities,Mechanical engineering workshops,Electronics manufacturing and handling sensitive components
511,What is a fundamental feature of ESD protection tools?,Measuring resistance variations,Generating digital signals,Providing voltage output,Dissipating static charges to prevent damage to electronics,Dissipating static charges to prevent damage to electronics
512,What is one of the primary purposes of ESD protection tools?,Monitoring electromagnetic fields,Safeguarding electronic devices during handling and assembly,Displaying temperature readings in different scales,Analyzing resistance variations,Safeguarding electronic devices during handling and assembly
513,In what scenarios are ESD protection tools commonly employed for prevention and safety?,Minimizing the risk of electrostatic discharge damage,Civil engineering construction safety,Environmental safety assessment,Mechanical system calibration and safety,Minimizing the risk of electrostatic discharge damage
514,What is the primary function of ESD protection tools?,Measuring voltage variations,Testing resistance values,Preventing electrostatic damage to sensitive electronic components,Generating digital signals,Preventing electrostatic damage to sensitive electronic components
515,In which industries are ESD protection tools frequently employed?,Electronics manufacturing and semiconductor industries,Civil engineering construction,Energy production facilities,Mechanical engineering workshops,Electronics manufacturing and semiconductor industries
516,What is a significant feature of ESD protection tools?,Generating analog signals,Providing constant voltage output,Analyzing digital signals,Safeguarding electronics by discharging static electricity,Safeguarding electronics by discharging static electricity
517,What is one of the primary uses of ESD protection tools?,Monitoring electromagnetic fields,Protecting electronic components during handling and assembly,Displaying temperature readings in different scales,Analyzing resistance variations,Protecting electronic components during handling and assembly
518,What is the primary function of a component tester?,Measuring resistance values,Testing digital signals,Analyzing electronic components for functionality,Generating analog signals,Analyzing electronic components for functionality
519,In which applications are component testers commonly used?,Electronics repair and testing,Civil engineering construction,Energy production facilities,Mechanical engineering workshops,Electronics repair and testing
520,What is a significant feature of a component tester?,Generating voltage output,Analyzing digital signals,Displaying temperature readings,"Assessing component parameters such as resistance, capacitance, etc.","Assessing component parameters such as resistance, capacitance, etc."
521,What is one of the primary functionalities of a component tester?,Generating analog signals,Displaying component parameters and identifying faults,Measuring electromagnetic fields,Analyzing resistance variations,Displaying component parameters and identifying faults
522,What is the primary function of a rectifier tester?,Measuring resistance values,Testing digital signals,Evaluating the functionality of rectifier components,Generating analog signals,Evaluating the functionality of rectifier components
523,In which applications are rectifier testers commonly used?,Electronics repair and testing of power supplies,Civil engineering construction,Energy production facilities,Mechanical engineering workshops,Electronics repair and testing of power supplies
524,What is a significant feature of a rectifier tester?,Generating voltage output,Analyzing digital signals,Displaying temperature readings,Assessing rectifier parameters like forward and reverse voltage,Assessing rectifier parameters like forward and reverse voltage
525,What is one of the primary functionalities of a rectifier tester?,Generating analog signals,Displaying rectifier parameters and identifying faults,Measuring electromagnetic fields,Analyzing resistance variations,Displaying rectifier parameters and identifying faults
526,In what scenarios are rectifier testers commonly employed for analysis and troubleshooting?,Troubleshooting and diagnosing faulty rectifier components,Verifying and assessing the structural integrity in civil engineering projects.,Evaluating and gauging the ecological ramifications of a particular activity or project.,Fine-tuning and adjusting mechanical systems for optimal performance and accuracy.,Troubleshooting and diagnosing faulty rectifier components
527,"In a DC circuit featuring two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), determine the source voltage corresponding to an ammeter reading of 20 mA.",4V,5V,6V,7V,5V
528,"In a DC circuit with two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), find the total resistance.",50 ohms,150 ohms,200 ohms,250 ohms,250 ohms
529,"In a DC circuit with two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), determine the current flowing through R1 when the source voltage is 5V.",10 mA,15 mA,20 mA,25 mA,20 mA
530,"In a DC circuit with two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), determine the current flowing through R2 when the source voltage is 5V.",10 mA,15 mA,20 mA,25 mA,20 mA
531,"In a DC circuit featuring two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), with a source voltage of 5V, which of the following options accurately describes the voltage across R1?",1V,2V,3V,4V,2V
532,"In a DC circuit featuring two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), with a source voltage of 5V, which of the following options accurately characterizes the voltage across R2?",1V,2V,3V,4V,3V
533,"In a DC circuit with two resistors connected in series (R1 = 100 ohms, R2 = 150 ohms), calculate the total current flowing in the circuit when the source voltage is 5V.",10 mA,15 mA,20 mA,25 mA,20 mA
534,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the total current when the voltmeter reads 10 Volts across R1.",50 mA,100 mA,150 mA,166.67 mA,166.67 mA
535,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), which of the following options provides the correct total resistance?",40 ohms,60 ohms,100 ohms,250 ohms,60 ohms
536,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the current flowing through R1 when the voltmeter reads 10 Volts across R2.",50 mA,75 mA,100 mA,150 mA,100 mA
537,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the current flowing through R2 when the voltmeter reads 10 Volts across R1.",33.33 mA,50 mA,66.67 mA,75 mA,66.67 mA
538,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the voltage across R2 when the current flow in R1 is 100 mA.",5 V,7.5 V,10 V,12.5 V,10 V
539,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), find the voltage across R1 when the current flow in R2 is 66.67 mA.",5 V,7.5 V,10 V,12.5 V,10 V
540,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the source voltage when the ammeter reads 66.67 mA in R2.",5 V,7.5 V,10 V,12.5 V,10 V
541,"In a DC circuit with two resistors connected in parallel (R1 = 100 ohms, R2 = 150 ohms), calculate the total current flowing in the circuit when the source voltage is 10V.",100 mA,133.33 mA,166.67 mA,200 mA,166.67 mA
542,Which of the following is the correct resistance in a circuit where the voltmeter reads 24 V and the ammeter displays 3.0 A?,27 ohms,8 ohms,2.67 ohms,22 ohms,8 ohms
543,Which of the following represents the resistance when the current is 18 mA and the voltage is 229 mV?,1.4 ohms,21.5 ohms,13 ohms,6 ohms,13 ohms
544,Which of the following represents the resistance in the circuit if the ammeter reads 52 µA and the voltmeter indicates 2.33 kV?,22.4 megaohms,84.4 megaohms,44.8 megaohms,90.4 megaohms,44.8 megaohms
545,Which of the following represents the power dissipated in the circuit if the voltmeter reads 12 V and the ammeter shows 50 mA?,0.38 W,0.54 W,0.60 W,0.30 W,0.60 W
546,Which of the following represents the power dissipated in the circuit if the resistance is 999 ohms and the voltage source delivers 3 V?,333 mW,111 mW,9 mW,37 mW,9 mW
547,What is the power dissipated by a circuit with a resistance of 47 kiloohms and a current of 680 mA?,14.47 kW,21.7 kW,6.5 mW,3.25 W,21.7 kW
548,How much voltage would be required to drive 680 mA through a resistance of 47 kiloohms?,14.5 kV,32 kV,9.8 kV,3.25 kV,32 kV
549,"Consider five resistors connected in parallel, labeled R1 through R5. The resistance values are as follows: R1 = 100 ohms, R2 = 200 ohms, R3 = 300 ohms, R4 = 400 ohms, and R5 = 500 ohms. What is the total resistance?",30.0 ohms,43.86 ohms,38.4 ohms,35.7 ohms,43.86 ohms
550,"Consider five resistors connected in parallel, labeled R1 through R5. The resistance values are as follows: R1 = 100 ohms, R2 = 200 ohms, R3 = 300 ohms, R4 = 400 ohms, and R5 = 500 ohms. What is the total conductance?",0.0333 S,0.0228 S,0.0261 S,0.0280 S,0.0228 S
551,"In a DC circuit with three parallel resistors, namely R1 = 22 ohms, R2 = 47 ohms, and R3 = 68 ohms, connected across a battery supplying a voltage of E = 3.0 V, what is the power dissipated by R1?",304 mW,409 mW,512 mW,617 mW,409 mW
552,"In a DC circuit with three parallel resistors, namely R1 = 22 ohms, R2 = 47 ohms, and R3 = 68 ohms, connected across a battery supplying a voltage of E = 3.0 V, what is the power dissipated by R2?",105 mW,191 mW,275 mW,360 mW,191 mW
553,"In a DC circuit with three parallel resistors, namely R1 = 22 ohms, R2 = 47 ohms, and R3 = 68 ohms, connected across a battery supplying a voltage of E = 3.0 V, what is the power dissipated by R3?",102 mW,132 mW,162 mW,192 mW,132 mW
554,"Consider a series circuit with a power supply of 150 V and three resistances: R1 = 330 ohms, R2 = 680 ohms, and R3 = 910 ohms. What is the power dissipated by R2?",2.84 W,4.15 W,6.37 W,8.21 W,4.15 W
555,"In a series circuit with a power supply of 150 V and three resistances: R1 = 330 ohms, R2 = 680 ohms, and R3 = 910 ohms, what is the power dissipated by R1?",1.36 W,2 W,2.64 W,3.42 W,2 W
556,"In a series circuit with a power supply of 150 V and three resistances: R1 = 330 ohms, R2 = 680 ohms, and R3 = 910 ohms, what is the power dissipated by R3?",1.36 W,2 W,5.55 W,3.42 W,5.55 W
557,"In a series circuit with a power supply of 150 V and three resistances: R1 = 330 ohms, R2 = 680 ohms, and R3 = 910 ohms, what is the current flowing through R3?",14.85 mA,12 mA,16.5 mA,78 mA,78 mA
558,"Consider three resistors in parallel across a battery supplying E = 12 V. The resistances are R1 = 22 ohms, R2 = 47 ohms, and R3 = 68 ohms. These resistances carry currents I1, I2, and I3, respectively. What is the current, I3, flowing through R3?",87.59 mA,133.3 mA,104.3 mA,176.5 mA,176.5 mA
559,"A coil has an inductance of 0.500 H, and the frequency of the AC passing through it is 60.0 Hz. What is the inductive reactance?",98.5 ohms,128.5 ohms,158.5 ohms,188.5 ohms,188.5 ohms
560,What will be the inductive reactance of a coil (inductance of 0.500 H) if the supply is a battery that supplies pure DC?,π ohms,2π ohms,60 ohms,Inductance doesn’t have any practical effect with pure DC.,Inductance doesn’t have any practical effect with pure DC.
561,"If a coil exhibits an inductive reactance of 100 ohms at a frequency of 5.00 MHz, what is its inductance?",3.18 mH,3.18 µH,3.18 H,3.18 kH,3.18 µH
562,Suppose an RL circuit operates at a frequency of 1.0 MHz with a resistance of 10 ohms and an inductance of 90 mH. What is the phase angle?,45 degrees,60 degrees,75 degrees,90 degrees,90 degrees
563,"Suppose the inductive reactance in an RL circuit is 680 ohms, and the resistance is 840 ohms. What is the phase angle?",36 degrees,39 degrees,54 degrees,51 degrees,39 degrees
564,What is the total inductance when three 40.0-µH inductors are connected in series without any mutual inductance?,40 µH,80 µH,120 µH,160 µH,120 µH
565,"What is the total inductance, in millihenrys, of three inductors with values of 20.0 mH, 55.0 µH, and 400 nH, respectively, when they are connected in series?",20.0 mH,20.1 mH,20.4 mH,21.0 mH,20.1 mH
566,"What is the net inductance of the combination when three inductors, each with a value of 40 µH, are connected in parallel with no mutual inductance?",10 µH,20 µH,30 µH,13.333 µH,13.333 µH
567,"What is the net inductance of the combination when four inductors, with values of L1 = 75.0 mH, L2 = 40.0 mH, L3 = 333 µH, and L4 = 7.00 H, are connected in parallel with no mutual inductance?",75.0 mH,40.0 mH,333 µH,328.79 μH,328.79 μH
568,"What is the total inductance of the combination when two coils, with inductances of 30 µH and 50 µH, are connected in series so that their fields reinforce, and the coefficient of coupling is 0.500?",30 µH,50 µH,80 µH,120 µH,120 µH
569,"What is the net inductance of the pair when two coils, with inductances of L1 = 835 µH and L2 = 2.44 mH, are connected in series with a coefficient of coupling of 0.922, and they oppose each other's fields?",835 µH,2.44 mH,643 μH,1.29 mH,643 μH
570,What is the guaranteed range of capacitance for a capacitor rated at 0.10 µF with a 10% tolerance?,0.09 to 0.11,0.08 to 0.09,0.10 to 0.12,0.11 to 0.13,0.09 to 0.11
571,"What is the total capacitance when three capacitors, with values of C1 = 0.100 µF, C2 = 0.0100 µF, and C3 = 0.001000 µF, are connected in parallel?",0.001 µF,0.011 µF,0.111 µF,1.111 µF,0.111 µF
572,"What is the net capacitance when two capacitors, with values of C1 = 0.10 µF and C2 = 0.050 µF, are connected in series?",0.050 µF,0.033 µF,0.015 µF,0.060 µF,0.033 µF
573,By what percentage does the actual capacitance differ from the rated capacitance for a capacitor rated at 330 pF but shows an actual value of 317 pF?,-3.53%,-3.67%,-3.94%,-4.29%,-3.94%
574,Suppose a capacitor is rated at 33 pF with a 10% tolerance. Which of the following actual capacitance values is outside the acceptable range?,30 pF,37 pF,35 pF,31 pF,37 pF
575,"What is the amount of power wasted in heat when the amount of useful output power provided by a device is 1.5 W, powered by a 48-V supply with 100 mA of current?",1.7 W,2.5 W,3.3 W,4.8 W,3.3 W
576,What is the peak voltage of a sine wave that measures 220 VAC rms?,110 VAC,220 VAC,311 VAC,440 VAC,311 VAC
577,"If a 1-mW signal is attenuated at the rate of 5 dB/1,000ft, what is the power level into a receiver that is 6,000 feet from the signal source?",-15 dBm,-20 dBm,-25 dBm,-30 dBm,-30 dBm
578,"What is the voltage level at the amplifier output if a power amplifier has a gain of 20 dB and an input level of 2 volts, assuming that the input and output impedances are the same?",2 V,4 V,10 V,20 V,20 V
579,"What is the actual resistance of a precision current shunt if it measures 100 millivolts across it, indicating a current of 25 A?",0.002 Ω,0.003 Ω,0.004 Ω,0.005 Ω,0.004 Ω
580,"What is the true power used by a power system providing 200 VAC at 25 A, with a phase angle between current and voltage of 25 degrees?",4200 Watts,4387 Watts,4515 Watts,4531 Watts,4531 Watts
581,"What is the voltage across the secondary (Es) of a transformer with 200 turns in the primary, 50 turns in the secondary, and 120 volts applied to the primary (Ep)?",15 V,24 V,30 V,60 V,30 V
582,"How many turns must be wound on the coil to form the secondary winding of a transformer, given that there are 400 turns in the primary coil, and a secondary voltage of one volt is desired when the primary voltage is five volts?",80 turns,100 turns,200 turns,320 turns,80 turns
583,"What is the current in the secondary of a transformer with a 6:1 voltage ratio, if the current in the primary is 200 milliamperes?",0.2 A,0.6 A,1.0 A,1.2 A,1.2 A
584,What is the current in the primary of a transformer with a turns ratio of 1:12 if there are 3 amperes of current in the secondary?,0.25 A,1 A,9 A,36 A,36 A
585,What is the efficiency of a transformer if the input power is 650 watts and the output power is 610 watts?,87.69 %,90.15 %,92.17 %,93.85 %,93.85 %
586,"What is the voltage developed across the secondary of a transformer with 500 turns on the primary and 1500 turns on the secondary, if 45 volts are applied to the primary? (Assume no losses)",15 V,45 V,90 V,135 V,135 V
587,"What is the voltage applied to the primary of a transformer with a turns ratio of 7:1, if 5 volts is developed across the secondary?",1 V,5 V,25 V,35 V,35 V
588,"How many turns are there in the secondary of a transformer if it has 60 volts applied to its primary and 420 volts appearing across its secondary, with 800 turns on the primary?",240 turns,3200 turns,5600 turns,9600 turns,5600 turns
589,What is the current ratio of a transformer with a turns ratio of 1:3?,1:1,1:2,2:1,3:1,3:1
590,"What is the current flowing in the primary of a transformer with a turns ratio of 5:1, if there is a current of 5 amperes flowing in the secondary?",1 A,5 A,25 A,125 A,1 A
591,"What is the efficiency of a transformer, expressed as a percentage, if the input power is 1,000 watts and the output power is 500 watts?",20%,40%,50%,60%,50%
592,What is the required transformer ratio to change a load resistance of 30 Ω to 270 Ω?,1:3,3:1,9:1,27:1,3:1
593,What is the optimum value of load resistance for maximum power transfer if the load is connected to an amplifier with an output resistance of 147 Ω through a transformer with a turns ratio of 7:2?,7 Ω,9 Ω,12 Ω,14 Ω,12 Ω
594,What is the equivalent input resistance of a transformer supplying a load of resistance 50 Ω if the transformer has a turns ratio of 8:1?,5 kΩ,3.2 kΩ,2.5 kΩ,1.6 kΩ,3.2 kΩ
595,"What is the primary current flowing in the load resistance of a single-phase, 240 V/2,880 V ideal transformer supplied from a 240 V source through a cable of resistance 3 Ω, with a load across the secondary winding of 720 Ω?",15 A,20 A,25 A,30 A,30 A
596,"What is the power dissipated in the load resistance of a single-phase, 240 V/2,880 V ideal transformer supplied from a 240 V source through a cable of resistance 3 Ω, with a load across the secondary winding of 720 Ω?",1.5 kW,2.5 kW,3.5 kW,4.5 kW,4.5 kW
597,"What is the base material of a printed circuit board (PCB) typically made of, providing mechanical support and electrical insulation?",Conductive metal,Insulating substrate,Semiconductor material,Dielectric material,Insulating substrate
598,What process involves the deposition of conductive pathways on the insulating substrate of a PCB?,Etching,Soldering,Deposition,Printed wiring,Printed wiring
599,Which assembly method involves inserting component leads through holes drilled in the PCB and soldering them to conductive traces on the opposite side?,Surface-mount technology,Ball grid array,Through-hole technology,Chip-on-board,Through-hole technology
600,What assembly method involves mounting components directly onto the surface of the PCB without the need for holes or leads?,Surface-mount technology (SMT),Through-hole technology,Wire bonding,Ball grid array (BGA),Surface-mount technology (SMT)
601,"What digital files contain information about the PCB layout, including the positions of components, traces, and drill holes?",CAM files,DXF files,STL files,Gerber files,Gerber files
602,What protective layer is applied over the conductive traces on a PCB to prevent short circuits and corrosion?,Conformal coating,Solder mask,Flux,Varnish,Solder mask
603,What term refers to the plated-through holes in a PCB that allow electrical connections between different layers of the board?,Traces,Pads,Vias,Lands,Vias
604,What material is commonly used for the conductive traces on a PCB due to its excellent electrical conductivity and corrosion resistance?,Copper,Aluminum,Gold,Silver,Copper
605,What process involves arranging multiple PCBs onto a larger panel for manufacturing efficiency?,Etching,Panelization,Depanelization,Lamination,Panelization
606,What is the most common type of material used for the insulating substrate of PCBs due to its high mechanical strength and temperature resistance?,Aluminum oxide,Ceramic,Polyimide,FR-4,FR-4
607,In which century did the modern printed circuit board (PCB) technology emerge?,19th century,20th century,21st century,18th century,20th century
608,The development of PCBs was initially driven by which industry's need for more efficient electronic assembly?,Automotive industry,Textile industry,Radio industry,Food industry,Radio industry
609,What problem did the invention of PCBs address by replacing traditional point-to-point wiring?,Wire-to-board connections,Component miniaturization,Electrical insulation,Thermal management,Wire-to-board connections
610,"In the early days of PCB manufacturing, how were components connected to the conductive traces?",Surface-mount soldering,Wire bonding,Conformal coating,Holes drilled in the board,Holes drilled in the board
611,Who is credited with the invention of the printed circuit board (PCB) in the 1930s?,Thomas Edison,Paul Eisler,Nikola Tesla,Alexander Graham Bell,Paul Eisler
612,What was the primary purpose behind the development of PCB technology?,Increase cost-effectiveness,Enhance aesthetics,Improve reliability and reduce assembly time,Enable automated testing,Improve reliability and reduce assembly time
613,"Before the widespread use of CAD software, how were PCB designs typically created?",Hand-drawn layouts,3D modeling,Computer simulations,CNC machining,Hand-drawn layouts
614,What feature of PCBs allows for easy modification and customization of electronic circuits?,High-speed data transfer,Component density,Resistance to corrosion,Flexibility and modularity,Flexibility and modularity
615,PCB technology gained significant traction during World War II for which purpose?,Consumer electronics,Military and aerospace applications,Medical devices,Automotive industry,Military and aerospace applications
616,What innovation in PCB design allows for denser and more complex electronic circuits?,Single-sided construction,Through-hole technology,Multi-layered construction,Surface-mount technology,Multi-layered construction
