ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
465,What component of a fiber optic system converts optical signals back into electrical signals at the receiving end?,Optical Transmitter,Optical Receiver,Optical Amplifier,Optical Modulator,Optical Receiver
466,Which tool is used to join two optical fibers by melting their ends together?,Optical Time-Domain Reflectometer,Fusion Splicer,Visual Fault Locator,Power Meter,Fusion Splicer
467,What tool emits visible light to detect breaks or bends in an optical fiber?,Optical Power Meter,Cleaver,Visual Fault Locator,Fiber Identifier,Visual Fault Locator
468,Which tool detects the presence of signals and identifies the direction of light in an optical fiber without disrupting the signal?,Fiber Cleaver,Optical Time-Domain Reflectometer,Fusion Splicer,Fiber Identifier,Fiber Identifier
469,What tool is used to precisely cut an optical fiber for splicing or connector termination?,Fiber Cleaver,Visual Fault Locator,Power Meter,Connector Crimp Tool,Fiber Cleaver
470,"Which tool measures the characteristics of an optical fiber, such as length, attenuation, and splice or connector loss?",Fusion Splicer,Optical Time-Domain Reflectometer,Fiber Identifier,Power Meter,Optical Time-Domain Reflectometer
471,What is the primary purpose of the ISO/IEC 11801 standard?,To define the requirements for cables used in power transmission.,To specify the performance of network devices.,To define the requirements for cabling systems in customer premises.,To regulate the use of wireless communication technologies.,To define the requirements for cabling systems in customer premises.
472,What fundamental quantities do transformers change in an electrical circuit?,Resistance,Power,Voltage and Current,Frequency,Voltage and Current
473,Which type of transformer increases voltage from primary to secondary windings?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Step-Up Transformer
474,Which transformer decreases voltage from primary to secondary windings?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Step-Down Transformer
475,What material is commonly used in the construction of the transformer's core to enhance magnetic flux?,Copper,Aluminum,Iron Core,Silver,Iron Core
476,What type of transformer has a single winding with a portion acting as both the primary and secondary windings?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Autotransformer
477,What material is commonly used as a core in most power transformers?,Aluminum,Copper,Silver,Iron Core,Iron Core
478,Which type of transformer is used to increase voltage levels?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Step-Up Transformer
479,What kind of transformer is commonly used in power distribution to decrease voltage levels?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Step-Down Transformer
480,What principle of physics is primarily involved in the operation of a transformer?,Electric Discharge,Capacitance,Magnetic Induction,Conduction,Magnetic Induction
481,What factor indicates how well a transformer converts input power to output power?,Power Factor,Turns Ratio,Efficiency,Inductance,Efficiency
482,Which type of transformer lowers the voltage from the primary winding to the secondary winding?,Step-Up Transformer,Step-Down Transformer,Autotransformer,Isolation Transformer,Step-Down Transformer
483,What kind of transformer increases the voltage from the primary winding to the secondary winding?,Step-Up Transformer,Step-Down Transformer,Isolation Transformer,Autotransformer,Step-Up Transformer
484,What type of core minimizes eddy current losses in transformers?,Copper Cores,Solid Iron Cores,Air Cores,Laminated Iron Cores,Laminated Iron Cores
485,Which transformer is used to prevent electrical interference between the primary and secondary circuits?,Autotransformer,Step-Up Transformer,Isolation Transformer,Step-Down Transformer,Isolation Transformer
486,What materials are commonly used for the conductors in transformer windings?,Iron or Steel,Copper or Aluminum,Silver or Gold,Zinc or Nickel,Copper or Aluminum
487,"A transformer has 500 turns in the primary coil and 100 turns in the secondary coil. If the primary coil is connected to a 120V AC source, what is the voltage across the secondary coil?",600V,24V,6000V,12V,24V
488,"A step-up transformer has a turns ratio of 1:10. If the primary voltage is 120V, what is the secondary voltage?",1.2V,12V,1200V,10V,1200V
489,A step-down transformer with a turns ratio of 1:5 is supplied with 240V on the primary side. Calculate the secondary voltage.,48V,2400V,1200V,12V,48V
490,A transformer has an input power of 500W and an output power of 450W. Determine its efficiency.,90%,100%,80%,75%,90%
491,"If a transformer has a turns ratio of 5:1 and the primary current is 2A, what is the secondary current?",0.4A,10A,2A,0.2A,10A
492,A transformer has a turns ratio of 4:1 and the primary voltage is 220V. What is the maximum power that can be delivered across the secondary coil if the load resistance is 10Ω?,200W,300W,400W,500W,300W
493,A step-up transformer with a turns ratio of 1:5 is connected to a 300V source. Calculate the voltage across the secondary winding.,60V,1500V,120V,30V,1500V
494,"If a transformer has a turns ratio of 1:2 and the primary current is 5A, what is the secondary current?",2.5A,5A,10A,1A,2.5A
495,A transformer with a turns ratio of 2:1 is connected to a 40V source. Calculate the voltage across the secondary winding.,80V,20V,10V,5V,20V
496,"If a transformer has an efficiency of 90% and an input power of 2000W, calculate the output power.",1800W,2100W,1900W,2200W,1800W
497,"If the mutual inductance between two coils is 0.3 H and the inductance of one coil is 0.45 H, what is the inductance of the second coil?",0.25 H,0.20 H,0.60 H,0.35 H,0.20 H
498,A transformer with a turns ratio of 3:1 is connected to a 54V source. Calculate the voltage across the secondary winding.,18V,27V,36V,9V,18V
499,"If a transformer has a turns ratio of 2:3 and the primary voltage is 40V, calculate the secondary voltage.",20V,30V,45V,60V,60V
500,"If a transformer has an efficiency of 75% and an input power of 2000W, calculate the output power.",1250W,1750W,1500W,2500W,1500W
501,"A transformer has a primary coil with 200 turns and a secondary coil with 800 turns. If the primary coil is connected to a 300V supply, what is the voltage across the secondary coil?",150V,200V,75V,1200V,1200V
502,A step-up transformer with a turns ratio of 1:4 is supplied with 60V on the primary side. Determine the voltage across the secondary winding.,240V,15V,60V,10V,240V
503,"If the mutual inductance between two coils is 25H and the current in one coil changes at a rate of 3A/s, what is the induced EMF in the other coil?",50V,25V,100V,75V,75V
504,"If a transformer has a turns ratio of 5:1 and the primary current is 50A, what is the secondary current?",5A,10A,50A,250A,250A
505,A transformer with a turns ratio of 2:3 is connected to a 24V source. Calculate the voltage across the secondary winding.,36V,18V,16V,9V,36V
506,"Two coils have a mutual inductance of 4H. If the rate of change of current in one coil is 2A/s, what is the induced voltage in the other coil?",16V,8V,4V,2V,8V
507,"If the output power of a transformer is 2000W and its efficiency is 80%, what is the input power?",1280W,1600W,2560W,2500W,2500W
508,An audio transformer has 800 turns in the primary coil and 200 turns in the secondary coil. What is the turns ratio?,2:1,4:1,1:4,1:2,4:1
509,"If a step-down audio transformer with a turns ratio of 3:1 is supplied with 72V on the primary side, what is the voltage across the secondary winding?",18V,12V,24V,36V,24V
510,"If an audio transformer has a turns ratio of 5:1 and the primary impedance is 200 Ω, what is the secondary impedance?",8 Ω,16 Ω,64 Ω,40 Ω,8 Ω
511,An audio transformer has 500 turns in the primary coil and 250 turns in the secondary coil. What is the turns ratio?,1:2,1:1,4:1,2:1,2:1
512,"If a step-up audio transformer with a turns ratio of 1:3 is supplied with 20V on the primary side, what is the voltage across the secondary winding?",15V,60V,5V,40V,60V
513,What transformer ratio is needed to increase a load's resistance from 30 Ω to 120 Ω?,2:1,4:1,3:2,4:3,2:1
514,Find the ideal load resistance value for achieving maximum power transfer when the load is linked to an amplifier with an output resistance of 18Ω via a transformer having a turns ratio of 3:2.,8 Ω,10 Ω,12 Ω,16 Ω,8 Ω
515,Find the equivalent input resistance of the transformer when it's supplying a load with a resistance of 50 Ω and has a turns ratio of 4:1.,200 Ω,800 Ω,1200 Ω,10 kΩ,800 Ω
516,"Determine the primary current flowing in a single-phase, ideal transformer with a 220V/2,200V ratio, powered by a 220V source through a 3.5 Ω cable, when a load of 650 Ω is connected across the secondary winding.",10 A,20 A,22 A,62 A,22 A
517,"Calculate the power dissipated in the load resistance of a single-phase, ideal transformer with a 220V/2,200V ratio, supplied by a 220V source through a 3.5 Ω cable, while a load of 650 Ω is connected across the secondary winding.",73.52W,"2,420 W","3,146 W",7.47 kW,"3,146 W"
518,What is the current ratio for a transformer with a turns ratio of 2:5?,2:5,5:2,9:5,25:4,5:2
519,"Given a transformer receiving 110 volts on the primary side and displaying 220 volts on the secondary side, and with 500 turns on the primary, what is the count of turns in the secondary?",250 turns,500 turns,"1,000 turns","2,000 turns","1,000 turns"
520,"Mr. Jandee Bonifacio recently purchased a new washing machine. When he tried to power it on, it did not function. What is the first recommended troubleshooting step?",Check the power cord and make sure it is plugged in properly.,Reset the circuit breaker.,Check the fuse.,Call a repairman.,Check the power cord and make sure it is plugged in properly.
