ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
470,A DIAC is considered bidirectional because:,It conducts equally in both directions after breakover,It has two gate terminals,It operates in forward bias only,It is used in DC circuits,It conducts equally in both directions after breakover
471,The damping ratio ζ in a second-order system primarily determines:,Gain margin,Overshoot and oscillation behavior,Number of poles and zeros,Root locus trajectory,Overshoot and oscillation behavior
472,"In Boolean algebra, the involution law states that:",A + A = A,A · 1 = A,(A')' = A,A + 0 = A,(A')' = A
473,A PLC scan cycle consists of:,"Reading inputs, executing program, updating outputs","Storing data, compiling program, resetting system","Fetching instructions, decoding, executing","Measuring current, voltage, and power","Reading inputs, executing program, updating outputs"
474,"In an RL circuit, immediately after a switch is closed, the inductor current is:",Maximum,Zero,Equal to source current,Indeterminate,Zero
475,"In control systems, the steady-state error is primarily affected by:",System type and input signal type,Number of poles in the left-half plane,Gain margin and phase margin,Bandwidth of the open-loop system,System type and input signal type
476,A ferroelectric material is unique because:,Its magnetic domains align with external fields,It retains electric polarization even after field removal,It cannot be polarized at all,Its dielectric constant decreases with applied voltage,It retains electric polarization even after field removal
477,"In a BJT, base width modulation is also known as:",Saturation effect,Punch-through,Early effect,Avalanche effect,Early effect
478,Which Boolean law simplifies A + AB into A?,Idempotent Law,Absorption Law,Consensus Theorem,De Morgan's Law,Absorption Law
479,A system is said to be marginally stable when:,All poles are in the left half-plane,Poles lie on the imaginary axis but not repeated,All poles are repeated on the imaginary axis,Zeros lie in the right half-plane,Poles lie on the imaginary axis but not repeated
480,A current mirror circuit is mainly designed to:,Amplify voltage gain,Replicate a reference current in another branch,Convert AC into DC,Increase input resistance,Replicate a reference current in another branch
481,The displacement current term was added by Maxwell to:,Satisfy continuity of current in capacitors,Model superconducting phenomena,Describe permanent magnets,Eliminate dielectric losses,Satisfy continuity of current in capacitors
482,The ripple voltage in an unregulated DC power supply decreases when:,The load resistance decreases,The filter capacitance increases,The transformer turns ratio is reduced,The rectifier diode count decreases,The filter capacitance increases
483,"In Boolean algebra, the complement law states that:",A + A = A,A · A' = 0,A + 1 = 1,A + A' = 1,A + A' = 1
484,"In feedback amplifiers, positive feedback generally causes:",Reduced gain and better stability,Oscillations if Barkhausen criterion is satisfied,Elimination of distortion,Decrease in bandwidth,Oscillations if Barkhausen criterion is satisfied
485,A PLC is preferred in industrial automation mainly because:,It has higher clock speed than microcontrollers,It can easily reprogram logic for changing requirements,It operates without input sensors,It does not require outputs to operate,It can easily reprogram logic for changing requirements
486,A MOSFET operates in the saturation region when:,Vds < Vgs - Vth,Vds > Vgs - Vth,Vgs < Vth,Vds = 0,Vds > Vgs - Vth
487,The Barkhausen criterion for oscillation requires:,Loop gain < 1 and phase shift of 90°,Loop gain = 1 and phase shift of 0� or 360�,Loop gain > 1 and phase shift of 180�,Loop gain = 0 and phase shift of 0�,Loop gain = 1 and phase shift of 0� or 360�
488,Thevenin resistance of a circuit is found by:,Measuring resistance across load without sources,Turning off independent sources and finding equivalent resistance,Applying KVL to each loop,Using Norton's theorem only,Turning off independent sources and finding equivalent resistance
489,A Mealy machine differs from a Moore machine because its outputs depend on:,Present state only,Next state only,Present state and external inputs,The number of flip-flops used,Present state and external inputs
490,A transformer achieves electrical isolation because:,Primary and secondary share the same winding,Primary and secondary are magnetically coupled but electrically separate,Voltage ratio equals turns ratio,Flux leakage is minimized,Primary and secondary are magnetically coupled but electrically separate
491,A multiplexer is primarily used to:,Generate clock signals,Select one input line from many and route it to output,Store binary data,Perform arithmetic operations,Select one input line from many and route it to output
492,"In resonance, the power factor of an RLC series circuit is:",Zero,Leading,Lagging,Unity,Unity
493,"In a crystal oscillator, the frequency stability is due to:",High gain of the amplifier,Low resistance of crystal,Mechanical resonance of the crystal,Use of feedback resistors,Mechanical resonance of the crystal
494,Which law relates the magnetic flux through a surface to the current enclosed?,Gauss's Law for Electricity,Ampere's Law,Faraday's Law,Lenz's Law,Ampere's Law
495,"In a synchronous motor, torque is produced due to:",Induction between rotor and stator,Interaction between stator field and rotor magnetic field,Slip frequency,Eddy currents,Interaction between stator field and rotor magnetic field
496,"In control systems, a pole closer to the imaginary axis implies:",Faster time response,Slower time response,Greater stability,No effect on response,Slower time response
497,An op-amp integrator circuit ideally provides:,Constant gain independent of frequency,Output proportional to integral of input voltage,Output proportional to derivative of input voltage,Unity gain for all frequencies,Output proportional to integral of input voltage
498,"In logic minimization, Karnaugh maps are used to:",Generate binary counters,Simplify Boolean expressions,Determine propagation delay,Verify truth tables only,Simplify Boolean expressions
499,An SCR can be triggered into conduction by:,Forward breakover voltage alone,Gate pulse while forward biased,Reverse voltage,High frequency input,Gate pulse while forward biased
500,The Miller capacitance problem in amplifiers becomes severe at:,Low frequency,High frequency,DC conditions,Resonance,High frequency
501,"In ladder logic, normally closed contacts are represented as:",A horizontal line,A vertical line,A symbol with a slash,A coil symbol,A symbol with a slash
502,"In Maxwell's equations, Divergence of total Magnetic Flux through a closed surface is always equal to zero implies:",There are no magnetic monopoles,Magnetic flux density equals current density,Divergence of electric flux is zero,Magnetic fields do not exist in free space,There are no magnetic monopoles
503,"In a NOR gate, the output is high only when:",All inputs are low,Any input is high,All inputs are high,Inputs alternate states,All inputs are low
504,A UJT is often used in triggering because of its:,Negative resistance region,High frequency operation,High power handling,Constant voltage drop,Negative resistance region
505,A notch filter is mainly used to:,Reject a narrow band of frequencies,Amplify low frequencies,Pass only high frequencies,Provide constant gain across all frequencies,Reject a narrow band of frequencies
506,The characteristic equation of a control system is obtained from:,Open-loop transfer function numerator,Denominator of closed-loop transfer function,Zeros of the forward path transfer function,Poles of the feedback path only,Denominator of closed-loop transfer function
507,A TRIAC differs from an SCR because it:,Operates only in forward bias,Can conduct in both directions,Requires no gate pulse to trigger,Is unidirectional,Can conduct in both directions
508,The order of a system equals:,Number of zeros in transfer function,Highest power of s in denominator of transfer function,Number of poles plus zeros,Gain constant of the system,Highest power of s in denominator of transfer function
509,A decoder converts:,Binary inputs into a single active output,Decimal into binary,Binary into Gray code,Inputs into multiplexed outputs,Binary inputs into a single active output
510,"In electromagnetics, boundary conditions are applied to:",Ensure uniqueness of field solutions across interfaces,Eliminate displacement currents,Remove conduction currents,Reduce permittivity,Ensure uniqueness of field solutions across interfaces
511,A transistor in cutoff region has:,Both junctions forward biased,"Base-emitter forward biased, collector-base reverse biased",Both junctions reverse biased,High collector current,Both junctions reverse biased
512,The Nyquist plot helps determine:,Transient response,Absolute stability of feedback systems,Transfer function zeros,Steady-state error,Absolute stability of feedback systems
513,A flip-flop is called edge-triggered if it:,Responds only during level change of input,Changes output only at rising or falling clock edge,Responds to input continuously,Operates without clock input,Changes output only at rising or falling clock edge
514,The ripple factor of a rectifier measures:,Ratio of RMS AC component to DC component,Ratio of average voltage to peak voltage,Ratio of output DC to input AC,Ratio of frequency to amplitude,Ratio of RMS AC component to DC component
515,A BJT emitter follower has a voltage gain approximately equal to:,0,1,Very large,Negative,1
516,Which of the following improves the stability of a feedback amplifier?,Increasing loop gain,Adding phase lag compensation,Using positive feedback,Eliminating compensation capacitors,Adding phase lag compensation
517,A PROM (Programmable Read-Only Memory) differs from ROM because it:,Can be written only once after manufacturing,Can be erased electrically,Stores data temporarily,Requires constant refreshing,Can be written only once after manufacturing
518,"In AC circuits, reactive power is measured in:",W,VA,VAR,Joules,VAR
519,The Early effect in BJTs results in:,Increase in output resistance,Decrease in output resistance,Increase in threshold voltage,Decrease in current gain,Decrease in output resistance
520,Which logic gate is called the universal gate�?,XOR,NAND,NOR,AND,NAND
521,"In a band-pass filter, the center frequency is the:",Sum of upper and lower cutoff frequencies,Product of cutoff frequencies,Square root of product of upper and lower cutoff frequencies,Average of cutoff frequencies,Square root of product of upper and lower cutoff frequencies
522,A register in digital circuits is used to:,Perform logical operations,Store binary data temporarily,Generate control signals,Control propagation delay,Store binary data temporarily
523,"In control systems, the phase margin indicates:",How much gain can increase before instability,How much phase can change before instability,The steady-state error of the system,The time constant of the system,How much phase can change before instability
524,The Boolean expression (A + B)(A' + C) simplifies to:,AC + B,A + BC,AB + C,A + B + C,A + BC
525,"In an RL series circuit, the current lags the voltage because:",Inductor resists change in voltage,Inductor resists change in current,Resistance is larger than reactance,Energy is dissipated in the resistor,Inductor resists change in current
526,The output of an XOR gate is high when:,Both inputs are low,Both inputs are high,Inputs are different,Inputs are equal,Inputs are different
527,A Class C amplifier is commonly used in:,Audio frequency amplification,RF oscillators and tuned circuits,DC voltage regulators,Digital counters,RF oscillators and tuned circuits
528,Which Maxwell equation explains electromagnetic wave propagation?,Gauss's Law,Faraday's Law,Ampere-Maxwell Law,Lenz's Law,Ampere-Maxwell Law
529,The duty cycle of a pulse waveform is defined as:,Ratio of on-time to total time period,Ratio of off-time to total time period,Inverse of frequency,Average voltage over one cycle,Ratio of on-time to total time period
530,A Johnson counter differs from a ring counter because:,It requires fewer flip-flops,The feedback is inverted before applied to input,It counts twice as many states as number of flip-flops,It cannot be used in sequence generators,It counts twice as many states as number of flip-flops
531,"In an op-amp comparator, the output saturates when:",Input difference is zero,Input difference is greater than zero,The two inputs are equal,The power supply is disconnected,Input difference is greater than zero
532,The time constant of an RC circuit represents:,The time for current to reach 100% of final value,The time for voltage to decay to 1/e of its initial value,The frequency of oscillation,The delay in switching,The time for voltage to decay to 1/e of its initial value
533,A TRIAC is often used in lamp dimming circuits because:,It can be triggered by DC gate current,It can control power in both halves of AC cycle,It acts as a full-wave rectifier,It operates only in forward direction,It can control power in both halves of AC cycle
534,The gain-bandwidth product of an op-amp is:,Constant,Inversely proportional to frequency,Proportional to input resistance,Dependent on supply voltage,Constant
535,A universal shift register can:,Store only parallel data,Shift only to the right,Shift in both directions and load parallel data,Operate only in synchronous mode,Shift in both directions and load parallel data
536,"In electromagnetics, skin effect becomes significant at:",DC,Low frequencies,High frequencies,Zero frequency,High frequencies
537,The oscillator that uses positive feedback and phase shift networks is called:,Wien Bridge oscillator,Colpitts oscillator,RC Phase-shift oscillator,Hartley oscillator,RC Phase-shift oscillator
538,The transfer function of an ideal integrator has a pole at:,s = 0,s = -1,s = a^z,s = ji,s = 0
539,Which storage device loses all data when power is turned off?,ROM,PROM,SRAM,DRAM,SRAM
540,The dielectric strength of a material refers to:,Ability to store charge,Maximum electric field it can withstand without breakdown,Energy stored per unit volume,Magnetic susceptibility,Maximum electric field it can withstand without breakdown
541,A Schmitt trigger is mainly used to:,Act as a differentiator,Provide noise immunity by hysteresis,Generate sinusoidal oscillations,Function as a voltage regulator,Provide noise immunity by hysteresis
542,A thyristor remains latched once turned on because:,Gate signal is continuous,Internal regenerative feedback maintains conduction,Reverse bias is applied,Anode current is zero,Internal regenerative feedback maintains conduction
543,The digital circuit that detects occurrence of a specific sequence of inputs is called:,Shift register,Decoder,Sequence detector,Encoder,Sequence detector
544,The gain of a common-emitter amplifier is generally:,Positive and greater than 1,Negative and greater than 1 in magnitude,Zero,Unity,Negative and greater than 1 in magnitude
545,A diode bridge rectifier converts:,AC to DC using half cycles only,AC to DC using both half cycles,DC to AC,Pulsating DC to pure DC,AC to DC using both half cycles
546,A PLL (Phase-Locked Loop) is used in communication systems for:,Voltage regulation,Frequency synthesis and synchronization,Current amplification,Power conversion,Frequency synthesis and synchronization
547,The stability of a second-order system improves when:,Poles move farther left in the s-plane,Poles move closer to jω axis,Zeros move into right-half plane,Poles are repeated on imaginary axis,Poles move farther left in the s-plane
548,A 3-to-8 decoder requires how many inputs?,2,3,4,8,3
549,The function of a bypass capacitor in an amplifier is to:,Block DC while passing AC,Reduce the AC gain,Increase DC bias,Provide negative feedback,Block DC while passing AC
550,A microprocessor instruction cycle consists of:,"Fetch, decode, execute","Load, add, store","Write, read, refresh","Compile, link, execute","Fetch, decode, execute"
551,The Bode plot magnitude slope of a simple pole is:,+20 dB/decade,-20 dB/decade,-40 dB/decade,0 dB/decade,-20 dB/decade
552,A band-stop filter is designed to:,Pass all frequencies below cutoff,Pass all frequencies except a certain range,Block all frequencies,Pass only one frequency,Pass all frequencies except a certain range
553,A memory mapped I/O system differs from isolated I/O because:,I/O devices share the same address space as memory,I/O devices use separate instruction sets,I/O devices do not require address decoding,It requires no CPU intervention,I/O devices share the same address space as memory
554,The slope of an I-V curve in the ohmic region of a diode represents:,Barrier potential,Dynamic resistance,Reverse leakage,Saturation current,Dynamic resistance
555,"In control system terminology, type of the system is determined by:",Number of poles at origin,Number of finite zeros,Damping ratio,Time constant,Number of poles at origin
556,A flip-flop that can store 1 bit of data is also known as:,Register,Latch,Counter,Encoder,Latch
557,The MOSFET threshold voltage is the value of Vgs at which:,The drain current becomes zero,The inversion channel forms and conduction starts,The device breaks down,The oxide layer is damaged,The inversion channel forms and conduction starts
558,A Hall effect sensor primarily measures:,Voltage,Current,Magnetic field,Resistance,Magnetic field
559,The impedance of an ideal capacitor at very high frequency tends to:,Zero,Infinity,A constant value,Negative,Zero
560,An astable multivibrator is used to generate:,One stable output state,A fixed frequency square wave,A pulse when triggered,A constant DC voltage,A fixed frequency square wave
561,"In Maxwell's equations, Gauss's Law for magnetism ensures that:",Magnetic flux through a closed surface is zero,Electric flux through a surface equals enclosed charge,Magnetic field lines are divergence-free,Magnetic monopoles exist,Magnetic flux through a closed surface is zero
562,The binary number 111101 corresponds to decimal:,59,61,62,63,61
563,A charge-coupled device (CCD) is commonly used in:,Microprocessors,Image sensors,Oscilloscopes,Power amplifiers,Image sensors
564,"In resonance, the current in a parallel RLC circuit is:",Maximum,Minimum,Zero,Equal to resistance value,Minimum
565,The transfer function of a lead compensator improves:,Phase margin,Gain crossover frequency,DC gain,Noise immunity,Phase margin
566,A PROM can be programmed:,Once by the manufacturer,Many times using UV light,Once by the user,Unlimited times electrically,Once by the user
567,The Boolean expression A + A'C simplifies to:,A + C,A + C',A' + C,A A'� C,A + C
568,"In amplifier design, cascode configuration is preferred because:",It reduces input resistance,It increases output resistance and bandwidth,It eliminates phase shift,It provides unity gain,It increases output resistance and bandwidth
569,Which filter type has maximally flat response in the passband?,Chebyshev,Butterworth,Bessel,Elliptic,Butterworth
570,A BJT is biased in the saturation region when:,Both base-emitter and base-collector junctions are forward biased,Both junctions are reverse biased,Base-emitter is forward biased and base-collector is reverse biased,Base current is zero,Both base-emitter and base-collector junctions are forward biased
571,A PLC input module is designed to:,Send control signals to actuators,Accept signals from sensors and switches,Perform arithmetic operations,Execute ladder logic instructions,Accept signals from sensors and switches
572,"In Gauss's Law for electricity, the flux through a closed surface equals:",Current enclosed,Charge enclosed divided by permittivity,Product of permittivity and electric field,Zero,Charge enclosed divided by permittivity
573,The gain of a common-collector amplifier is approximately:,0,1,Greater than 1,Negative,1
574,A watchdog timer in a microcontroller is used to:,Generate clock pulses,Reset the system if it becomes unresponsive,Increase instruction speed,Store program memory,Reset the system if it becomes unresponsive
575,"In the root locus method, asymptotes indicate:",Initial angle of departure of poles,Paths that poles follow as gain approaches infinity,Location of system zeros,Final value of step response,Paths that poles follow as gain approaches infinity
576,A DIAC conducts when:,Gate current is applied,Breakover voltage is exceeded in either direction,Reverse bias is applied,Forward voltage is zero,Breakover voltage is exceeded in either direction
577,A decoder differs from an encoder because:,It reduces multiple inputs into one output,It converts binary code into one active output line,It stores data for temporary use,It generates parity bits,It converts binary code into one active output line
578,"In steady-state, the energy stored in an inductor depends on:",Voltage across the coil,Current through the coil,Resistance of the winding,Frequency of the source,Current through the coil
579,A Zener diode maintains constant voltage because:,It operates in forward bias,It has very high resistance in breakdown,Reverse current increases sharply while voltage remains nearly constant,It oscillates in reverse direction,Reverse current increases sharply while voltage remains nearly constant
580,A modulo-12 counter requires how many flip-flops?,2,3,4,5,4
581,"In Nyquist criterion, encirclements of the -1 point indicate:",Stability margin,Number of unstable closed-loop poles,Time constant of system,System gain,Number of unstable closed-loop poles
582,The ripple factor of a half-wave rectifier compared to a full-wave rectifier is:,Smaller,Larger,Equal,Zero,Larger
583,A CMOS logic gate is preferred because:,It consumes more power,It has low noise immunity,It consumes negligible static power,It cannot drive large loads,It consumes negligible static power
584,The Laplace transform is mainly used in circuit analysis to:,Transform AC into DC,Simplify differential equations into algebraic form,Remove transient components,Increase system frequency,Simplify differential equations into algebraic form
585,A Hartley oscillator uses:,Two capacitors and one inductor,Two inductors and one capacitor,Only RC networks,A crystal,Two inductors and one capacitor
586,The intrinsic stand-off ratio in a UJT determines:,Holding current,Peak point voltage,Valley voltage,Gate resistance,Peak point voltage
587,The efficiency of a class B amplifier is approximately:,25%,50%,78.50%,100%,78.50%
588,A ROM is classified as non-volatile memory because:,It requires refreshing cycles,It stores data even when power is turned off,It is faster than RAM,It is erased with UV light,It stores data even when power is turned off
589,"In resonance, the phase angle between current and voltage is:",0�,90�,90�,180�,0�
590,A multiplexer requires how many select lines to choose from 16 inputs?,2,3,4,5,4
591,"In electromagnetics, the curl of the magnetic field H is equal to:",Charge density,Electric flux density,Current density plus displacement current,Divergence of electric field,Current density plus displacement current
592,A Darlington pair is used to:,Decrease input resistance,Provide very high current gain,Act as a rectifier,Reduce voltage gain,Provide very high current gain
593,A PLC output module typically controls:,Input sensors,"Motors, lamps, and actuators",Memory registers,Instruction cycle,"Motors, lamps, and actuators"
594,A BJT in cutoff region acts like:,A closed switch,An open switch,A variable resistor,A constant current source,An open switch
595,"In control systems, overshoot in step response is mainly influenced by:",System order,Damping ratio,DC gain,Steady-state error,Damping ratio
596,"In an asynchronous counter, propagation delay occurs because:",All flip-flops share the same clock,Flip-flops are triggered sequentially by previous outputs,The counter has no reset input,The clock frequency is too high,Flip-flops are triggered sequentially by previous outputs
597,The ideal op-amp characteristic includes:,Infinite input impedance and zero output impedance,Zero input impedance and infinite output impedance,Unity open-loop gain,Finite input offset current,Infinite input impedance and zero output impedance
598,Which law of Boolean algebra states that A + A' = 1?,Identity Law,Complement Law,Absorption Law,Involution Law,Complement Law
599,A switched-mode power supply is more efficient than a linear regulator because:,It dissipates more power as heat,It operates using high-frequency switching,It has no rectifier stage,It uses only passive components,It operates using high-frequency switching
600,"In a PN junction diode, reverse saturation current primarily depends on:",Applied voltage,Temperature,Doping concentration,Barrier potential,Temperature
601,The function of a parity bit in digital communication is to:,Correct transmission errors,Detect transmission errors,Encode binary numbers,Increase baud rate,Detect transmission errors
602,"In a second-order underdamped system, the response is characterized by:",Exponential decay without oscillations,Sustained oscillations,Oscillatory response with decaying amplitude,A constant steady-state value only,Oscillatory response with decaying amplitude
603,A 4-bit binary up counter has how many distinct states?,8,12,16,32,16
604,"In an RLC circuit, the bandwidth is inversely proportional to:",Inductance,Resistance,Quality factor,Frequency,Quality factor
605,An op-amp differentiator produces output proportional to:,Integral of input,Derivative of input,Inverse of input,Constant of input,Derivative of input
606,A tunnel diode exhibits negative resistance because:,Avalanche breakdown occurs,Quantum tunneling of carriers dominates,High doping reduces junction capacitance,Reverse bias exceeds threshold,Quantum tunneling of carriers dominates
607,"In PLCs, the scan time depends mainly on:",Program length and instruction complexity,Number of sensors only,Number of outputs only,Input voltage level,Program length and instruction complexity
608,A transistor configured as an emitter follower provides:,High voltage gain,High input impedance and low output impedance,Phase inversion,Negative resistance,High input impedance and low output impedance
609,"In frequency response analysis, gain margin is measured at:",Frequency where phase is 0�,Frequency where phase is 180�,Frequency where gain is 1,Resident frequency,Frequency where phase is 180�
610,A Schmitt trigger prevents multiple transitions caused by:,Noise on the input signal,High-frequency oscillations,Positive feedback,Low slew rate,Noise on the input signal
611,The ripple frequency of a full-wave rectifier is:,Equal to input frequency,Half of input frequency,Twice the input frequency,Zero,Twice the input frequency
612,The control system term “settling time” is defined as:,Time to reach maximum overshoot,Time to reach 50% of final value,Time for response to stay within a specified error band,Time for poles to shift to imaginary axis,Time for response to stay within a specified error band
613,"In MOSFETs, channel pinch-off occurs when:",Vds > Vgs - Vth,Vds < Vgs - Vth,Vgs = 0,Vds = 0,Vds > Vgs - Vth
614,A 2-to-4 line decoder requires how many enable inputs?,None,1,2,4,1
615,"When a transformer core approaches saturation, which occurs first?",Primary current increases disproportionately,Secondary voltage increases linearly with flux,Eddy current loss decreases,Mutual flux remains constant,Primary current increases disproportionately
616,A control system has poles close to the imaginary axis but in the left half-plane. Which is most accurate?,The system is absolutely unstable,The system is stable but exhibits slow oscillatory decay,The system has no steady-state error,The system response is purely exponential,The system is stable but exhibits slow oscillatory decay
617,A Schmitt trigger is often preferred over a simple comparator because:,It amplifies input more strongly,It avoids multiple output transitions due to noisy input,It consumes less power,It eliminates DC offset,It avoids multiple output transitions due to noisy input
618,"In a MOSFET, if Vgs is just below the threshold voltage, what best describes the channel?",No conduction because inversion is absent,Conducts with reduced mobility,Operates in linear region,Breaks down due to high electric field,No conduction because inversion is absent
619,"In PLC programming, a rung with a normally open contact in parallel with a normally closed contact forms:",An AND function,An OR function,A NAND function,A latch circuit,A latch circuit
620,"A series RLC circuit operates at resonance. If resistance is slightly increased, the immediate effect on bandwidth is:",Bandwidth narrows,Bandwidth widens,Bandwidth remains unchanged,Resonant frequency shifts drastically,Bandwidth widens
621,Thevenin's theorem is valid for:,Linear bilateral networks only,Nonlinear magnetic circuits,Active devices with feedback,Digital sequential systems,Linear bilateral networks only
622,"In digital systems, metastability is most dangerous because:",It increases propagation delay slightly,It may cause unpredictable outputs violating timing requirements,It reduces the fan-out capability of gates,It only affects synchronous circuits,It may cause unpredictable outputs violating timing requirements
623,"In Maxwell's equations, displacement current explains:",Why current can flow in an open circuit capacitor,Why magnetic fields do not exist without current,Why flux lines terminate in charges,Why inductors oppose changes in current,Why current can flow in an open circuit capacitor
624,A NAND gate with tied inputs functions as:,Buffer,Inverter,AND gate,NOR gate,Inverter
625,The slew rate limitation of an op-amp is observed when:,Input frequency is too low,Output fails to follow a rapidly changing input,The gain is infinite,Input offset voltage is zero,Output fails to follow a rapidly changing input
626,"In an SCR, once the latching current condition is satisfied:",Gate loses all control over conduction,Gate current must be maintained continuously,The device automatically turns off at next zero crossing,Forward voltage becomes negative,Gate loses all control over conduction
627,The time-domain response of a type-1 system to a ramp input ideally has:,Zero steady-state error,Finite steady-state error,Infinite steady-state error,Oscillatory error function,Finite steady-state error
628,A push-pull amplifier reduces distortion primarily because:,Each transistor amplifies both halves of the signal,Each transistor handles alternate half-cycles of the waveform,It uses negative feedback,It operates only in class A,Each transistor handles alternate half-cycles of the waveform
629,The Poynting vector in electromagnetics indicates:,Magnetic flux through a surface,Power flow per unit area of a wave,Electric field intensity at a point,Current density distribution,Power flow per unit area of a wave
630,A ring counter with 5 flip-flops has how many unique states?,5,10,25,32,5
631,The primary purpose of a compensation capacitor in op-amp design is to:,Shift poles to improve phase margin,Increase open-loop gain,Reduce input offset current,Increase output swing,Shift poles to improve phase margin
632,"In electromagnetics, boundary conditions require that tangential components of E-field across a conductor-dielectric interface are:",Continuous,Discontinuous due to surface charge,Zero,Proportional to permeability,Zero
633,A counter using J-K flip-flops with J = K = 1 behaves as:,Ripple counter,Synchronous counter,T flip-flop counter,Asynchronous shift register,T flip-flop counter
634,An induction motor is started with reduced voltage to:,Increase torque instantly,Limit inrush current,Improve efficiency,Eliminate slip,Limit inrush current
635,The dominant pole approximation in Bode plots is valid when:,Higher-order poles are very close to origin,One pole is much closer to the origin than others,All poles are equally spaced,System has no zeros,One pole is much closer to the origin than others
636,"In digital circuits, propagation delay of a gate is measured between:",Input change and steady-state output,Input threshold crossing and output threshold crossing,Clock input and next clock edge,Minimum setup time and hold time,Input threshold crossing and output threshold crossing
637,A negative resistance region in a device implies:,Current decreases as voltage increases,Voltage decreases as current decreases,Both current and voltage increase simultaneously,The device acts like a capacitor,Current decreases as voltage increases
638,"In a two-port network, the condition for symmetry in Z-parameters is:",z11 = z22,z12 = z21,Determinant = 1,y11 = y22,z11 = z22
639,The Miller effect is most significant in:,Low-frequency circuits,High-frequency amplifiers with feedback capacitance,Rectifier design,Digital gates,High-frequency amplifiers with feedback capacitance
640,A Moore machine output depends on:,Present input only,Present state only,Both present input and state,Number of states,Present state only
641,"In feedback systems, adding a zero to the open-loop transfer function usually:",Decreases stability,Speeds up system response,Has no effect,Eliminates steady-state error,Speeds up system response
642,A CMOS inverter is composed of:,Two NMOS transistors in series,One NMOS and one PMOS transistor,Two PMOS transistors in parallel,A diode and resistor,One NMOS and one PMOS transistor
643,The Q-factor of a resonant circuit is high when:,Resistance is large,Resistance is small,Capacity is very large,Inductance is very small,Resistance is small
644,A synchronous motor runs at constant speed regardless of load because:,Rotor field locks with stator field,It has no slip,Induced emf cancels applied voltage,Torque increases with slip,It has no slip
645,The hysteresis loop area in magnetic materials represents:,Energy stored in the core,Energy lost per magnetization cycle,Permeability,Saturation point,Energy lost per magnetization cycle
646,A master-slave flip-flop is designed to:,Store multiple bits,Eliminate race-around condition,Act as a latch only,Reduce propagation delay,Eliminate race-around condition
647,"If the poles of a control system lie in the right half-plane, the system is:",Stable,Marginally stable,Unstable,Oscillatory but stable,Unstable
648,A diode in reverse bias ideally behaves as:,Open circuit,Short circuit,Voltage source,Current source,Open circuit
649,"In a PLC system, the scan cycle is repeated continuously to:",Ensure real-time monitoring and control,Reduce memory usage,Prevent power loss,Eliminate wiring faults,Ensure real-time monitoring and control
650,A full-wave rectifier output has a frequency:,Equal to input frequency,Half the input frequency,Twice the input frequency,Independent of input,Twice the input frequency
651,The root locus always starts at:,Zeros of the open-loop transfer function,Poles of the open-loop transfer function,Imaginary axis,The origin,Poles of the open-loop transfer function
652,A cascade amplifier improves:,Gain without affecting bandwidth,Input and output impedance matching,Phase stability,Current gain only,Gain without affecting bandwidth
653,When a MOSFET is operated in cutoff region:,Channel is formed and current flows freely,Channel is absent and drain current is nearly zero,Gate current is maximum,Device behaves as a resistor,Channel is absent and drain current is nearly zero
654,A binary counter with 6 flip-flops has a modulus of:,32,63,64,128,64
655,The role of displacement current in Maxwell's equations was to:,Satisfy Ampere's Law continuity in capacitors,Describe inductive energy storage,Prove existence of permanent magnets,Replace Faraday's Law,Satisfy Ampere's Law continuity in capacitors
656,The closed-loop transfer function denominator is called:,System polynomial,Characteristic equation,Stability factor,Gain equation,Characteristic equation
657,A priority encoder differs from a normal encoder because:,It generates parity bits,It identifies the highest-order active input,It requires no input lines,It converts decimal to binary directly,It identifies the highest-order active input
658,A unijunction transistor is often used in relaxation oscillators because:,It amplifies small signals,It exhibits negative resistance after peak point,It can switch at very high voltage,It has two independent gates,It exhibits negative resistance after peak point
659,A PID controller improves system response by:,Eliminating overshoot completely,"Combining proportional, integral, and derivative actions",Operating as a pure integrator,Increasing phase lag,"Combining proportional, integral, and derivative actions"
660,"In Boolean algebra, the consensus theorem eliminates:",AB + A'C + BC into AB + A'C,A + AB into A,A + A' into 1,A A'� (A + B) into A,AB + A'C + BC into AB + A'C
661,A shift register is commonly used for:,Frequency multiplication,Serial-to-parallel or parallel-to-serial conversion,Generating square waves,Counting pulses,Serial-to-parallel or parallel-to-serial conversion
